           1         0.00000         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.00000         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.00000         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.00547         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.00547         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.00547         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.01093         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.01093         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.01093         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.01640         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.01640         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.01640         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.02186         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.02186         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.02186         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.02733         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.02733         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.02733         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.03280         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.03280         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.03280         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.03826         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.03826         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.03826         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.04373         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.04373         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.04373         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.04919         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.04919         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.04919         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.05466         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.05466         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.05466         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.06012         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.06012         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.06012         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.06559         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.06559         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.06559         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.07105         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.07105         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.07105         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.07652         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.07652         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.07652         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.08198         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.08198         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.08198         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.08745         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.08745         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.08745         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.09291         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.09291         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.09291         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.09838         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.09838         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.09838         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.10384         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.10384         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.10384         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.10931         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.10931         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.10931         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.11477         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.11477         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.11477         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.12024         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.12024         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.12024         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.12571         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.12571         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.12571         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.13117         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.13117         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.13117         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.13664         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.13664         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.13664         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.14210         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.14210         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.14210         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.14757         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.14757         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.14757         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.15303         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.15303         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.15303         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.15850         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.15850         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.15850         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.16396         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.16396         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.16396         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.16943         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.16943         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.16943         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.17489         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.17489         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.17489         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.18036         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.18036         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.18036         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.18583         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.18583         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

           3         0.18583         4.52100         2.19600        -0.00607         0.00000         0.00000         0.00000

           1         0.19129         4.52100         1.19600        -0.01175         0.00000         0.00000         0.00000

           2         0.19129         4.52100         1.69600        -0.00272         0.00000         0.00000         0.00000

