 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.34500000e-02 0.00000000e+00
 0.00000000e+00 1.26900000e-01 0.00000000e+00
 0.00000000e+00 1.90340000e-01 0.00000000e+00
 0.00000000e+00 2.53790000e-01 0.00000000e+00
 0.00000000e+00 3.17240000e-01 0.00000000e+00
 0.00000000e+00 3.80690000e-01 0.00000000e+00
 0.00000000e+00 4.44140000e-01 0.00000000e+00
 0.00000000e+00 5.07590000e-01 0.00000000e+00
 0.00000000e+00 5.71030000e-01 0.00000000e+00
 0.00000000e+00 6.34480000e-01 0.00000000e+00
 0.00000000e+00 6.97930000e-01 0.00000000e+00
 0.00000000e+00 7.61380000e-01 0.00000000e+00
 0.00000000e+00 8.24830000e-01 0.00000000e+00
 0.00000000e+00 8.88270000e-01 0.00000000e+00
 0.00000000e+00 9.51720000e-01 0.00000000e+00
 0.00000000e+00 1.01517000e+00 0.00000000e+00
 0.00000000e+00 1.07862000e+00 0.00000000e+00
 0.00000000e+00 1.14207000e+00 0.00000000e+00
 0.00000000e+00 1.20551000e+00 0.00000000e+00
 0.00000000e+00 1.26896000e+00 0.00000000e+00
 0.00000000e+00 1.33241000e+00 0.00000000e+00
 0.00000000e+00 1.39585000e+00 0.00000000e+00
 0.00000000e+00 1.45930000e+00 0.00000000e+00
 0.00000000e+00 1.52275000e+00 0.00000000e+00
 0.00000000e+00 1.58619000e+00 0.00000000e+00
 0.00000000e+00 1.64964000e+00 0.00000000e+00
 0.00000000e+00 1.71309000e+00 0.00000000e+00
 0.00000000e+00 1.77654000e+00 0.00000000e+00
 0.00000000e+00 1.84000000e+00 0.00000000e+00
 1.33110000e-01 0.00000000e+00 0.00000000e+00
 1.32650000e-01 6.34500000e-02 0.00000000e+00
 1.32210000e-01 1.26900000e-01 0.00000000e+00
 1.31800000e-01 1.90340000e-01 0.00000000e+00
 1.31410000e-01 2.53790000e-01 0.00000000e+00
 1.31050000e-01 3.17240000e-01 0.00000000e+00
 1.30720000e-01 3.80690000e-01 0.00000000e+00
 1.30410000e-01 4.44140000e-01 0.00000000e+00
 1.30130000e-01 5.07590000e-01 0.00000000e+00
 1.29880000e-01 5.71030000e-01 0.00000000e+00
 1.29660000e-01 6.34480000e-01 0.00000000e+00
 1.29460000e-01 6.97930000e-01 0.00000000e+00
 1.29300000e-01 7.61380000e-01 0.00000000e+00
 1.29170000e-01 8.24830000e-01 0.00000000e+00
 1.29060000e-01 8.88270000e-01 0.00000000e+00
 1.28990000e-01 9.51720000e-01 0.00000000e+00
 1.28950000e-01 1.01517000e+00 0.00000000e+00
 1.28940000e-01 1.07862000e+00 0.00000000e+00
 1.28970000e-01 1.14207000e+00 0.00000000e+00
 1.29030000e-01 1.20551000e+00 0.00000000e+00
 1.29120000e-01 1.26896000e+00 0.00000000e+00
 1.29240000e-01 1.33241000e+00 0.00000000e+00
 1.29400000e-01 1.39585000e+00 0.00000000e+00
 1.29590000e-01 1.45930000e+00 0.00000000e+00
 1.29820000e-01 1.52275000e+00 0.00000000e+00
 1.30080000e-01 1.58619000e+00 0.00000000e+00
 1.30380000e-01 1.64964000e+00 0.00000000e+00
 1.30710000e-01 1.71309000e+00 0.00000000e+00
 1.31080000e-01 1.77654000e+00 0.00000000e+00
 1.31480000e-01 1.84000000e+00 0.00000000e+00
 2.66230000e-01 0.00000000e+00 0.00000000e+00
 2.65300000e-01 6.34500000e-02 0.00000000e+00
 2.64430000e-01 1.26900000e-01 0.00000000e+00
 2.63600000e-01 1.90340000e-01 0.00000000e+00
 2.62830000e-01 2.53790000e-01 0.00000000e+00
 2.62100000e-01 3.17240000e-01 0.00000000e+00
 2.61440000e-01 3.80690000e-01 0.00000000e+00
 2.60820000e-01 4.44140000e-01 0.00000000e+00
 2.60260000e-01 5.07590000e-01 0.00000000e+00
 2.59760000e-01 5.71030000e-01 0.00000000e+00
 2.59310000e-01 6.34480000e-01 0.00000000e+00
 2.58930000e-01 6.97930000e-01 0.00000000e+00
 2.58600000e-01 7.61380000e-01 0.00000000e+00
 2.58330000e-01 8.24830000e-01 0.00000000e+00
 2.58130000e-01 8.88270000e-01 0.00000000e+00
 2.57980000e-01 9.51720000e-01 0.00000000e+00
 2.57900000e-01 1.01517000e+00 0.00000000e+00
 2.57890000e-01 1.07862000e+00 0.00000000e+00
 2.57940000e-01 1.14207000e+00 0.00000000e+00
 2.58050000e-01 1.20551000e+00 0.00000000e+00
 2.58230000e-01 1.26896000e+00 0.00000000e+00
 2.58480000e-01 1.33241000e+00 0.00000000e+00
 2.58800000e-01 1.39585000e+00 0.00000000e+00
 2.59190000e-01 1.45930000e+00 0.00000000e+00
 2.59640000e-01 1.52275000e+00 0.00000000e+00
 2.60170000e-01 1.58619000e+00 0.00000000e+00
 2.60760000e-01 1.64964000e+00 0.00000000e+00
 2.61420000e-01 1.71309000e+00 0.00000000e+00
 2.62160000e-01 1.77654000e+00 0.00000000e+00
 2.62960000e-01 1.84000000e+00 0.00000000e+00
 3.99340000e-01 0.00000000e+00 0.00000000e+00
 3.97950000e-01 6.34500000e-02 0.00000000e+00
 3.96640000e-01 1.26900000e-01 0.00000000e+00
 3.95400000e-01 1.90340000e-01 0.00000000e+00
 3.94240000e-01 2.53790000e-01 0.00000000e+00
 3.93160000e-01 3.17240000e-01 0.00000000e+00
 3.92150000e-01 3.80690000e-01 0.00000000e+00
 3.91230000e-01 4.44140000e-01 0.00000000e+00
 3.90390000e-01 5.07590000e-01 0.00000000e+00
 3.89640000e-01 5.71030000e-01 0.00000000e+00
 3.88970000e-01 6.34480000e-01 0.00000000e+00
 3.88390000e-01 6.97930000e-01 0.00000000e+00
 3.87900000e-01 7.61380000e-01 0.00000000e+00
 3.87500000e-01 8.24830000e-01 0.00000000e+00
 3.87190000e-01 8.88270000e-01 0.00000000e+00
 3.86970000e-01 9.51720000e-01 0.00000000e+00
 3.86850000e-01 1.01517000e+00 0.00000000e+00
 3.86830000e-01 1.07862000e+00 0.00000000e+00
 3.86900000e-01 1.14207000e+00 0.00000000e+00
 3.87080000e-01 1.20551000e+00 0.00000000e+00
 3.87350000e-01 1.26896000e+00 0.00000000e+00
 3.87720000e-01 1.33241000e+00 0.00000000e+00
 3.88200000e-01 1.39585000e+00 0.00000000e+00
 3.88780000e-01 1.45930000e+00 0.00000000e+00
 3.89460000e-01 1.52275000e+00 0.00000000e+00
 3.90250000e-01 1.58619000e+00 0.00000000e+00
 3.91140000e-01 1.64964000e+00 0.00000000e+00
 3.92140000e-01 1.71309000e+00 0.00000000e+00
 3.93230000e-01 1.77654000e+00 0.00000000e+00
 3.94430000e-01 1.84000000e+00 0.00000000e+00
 5.32450000e-01 0.00000000e+00 0.00000000e+00
 5.30600000e-01 6.34500000e-02 0.00000000e+00
 5.28850000e-01 1.26900000e-01 0.00000000e+00
 5.27200000e-01 1.90340000e-01 0.00000000e+00
 5.25650000e-01 2.53790000e-01 0.00000000e+00
 5.24210000e-01 3.17240000e-01 0.00000000e+00
 5.22870000e-01 3.80690000e-01 0.00000000e+00
 5.21640000e-01 4.44140000e-01 0.00000000e+00
 5.20520000e-01 5.07590000e-01 0.00000000e+00
 5.19520000e-01 5.71030000e-01 0.00000000e+00
 5.18630000e-01 6.34480000e-01 0.00000000e+00
 5.17850000e-01 6.97930000e-01 0.00000000e+00
 5.17200000e-01 7.61380000e-01 0.00000000e+00
 5.16660000e-01 8.24830000e-01 0.00000000e+00
 5.16250000e-01 8.88270000e-01 0.00000000e+00
 5.15970000e-01 9.51720000e-01 0.00000000e+00
 5.15810000e-01 1.01517000e+00 0.00000000e+00
 5.15770000e-01 1.07862000e+00 0.00000000e+00
 5.15870000e-01 1.14207000e+00 0.00000000e+00
 5.16100000e-01 1.20551000e+00 0.00000000e+00
 5.16470000e-01 1.26896000e+00 0.00000000e+00
 5.16970000e-01 1.33241000e+00 0.00000000e+00
 5.17600000e-01 1.39585000e+00 0.00000000e+00
 5.18380000e-01 1.45930000e+00 0.00000000e+00
 5.19290000e-01 1.52275000e+00 0.00000000e+00
 5.20340000e-01 1.58619000e+00 0.00000000e+00
 5.21520000e-01 1.64964000e+00 0.00000000e+00
 5.22850000e-01 1.71309000e+00 0.00000000e+00
 5.24310000e-01 1.77654000e+00 0.00000000e+00
 5.25910000e-01 1.84000000e+00 0.00000000e+00
 6.65560000e-01 0.00000000e+00 0.00000000e+00
 6.63250000e-01 6.34500000e-02 0.00000000e+00
 6.61070000e-01 1.26900000e-01 0.00000000e+00
 6.59000000e-01 1.90340000e-01 0.00000000e+00
 6.57070000e-01 2.53790000e-01 0.00000000e+00
 6.55260000e-01 3.17240000e-01 0.00000000e+00
 6.53590000e-01 3.80690000e-01 0.00000000e+00
 6.52050000e-01 4.44140000e-01 0.00000000e+00
 6.50660000e-01 5.07590000e-01 0.00000000e+00
 6.49400000e-01 5.71030000e-01 0.00000000e+00
 6.48280000e-01 6.34480000e-01 0.00000000e+00
 6.47320000e-01 6.97930000e-01 0.00000000e+00
 6.46500000e-01 7.61380000e-01 0.00000000e+00
 6.45830000e-01 8.24830000e-01 0.00000000e+00
 6.45320000e-01 8.88270000e-01 0.00000000e+00
 6.44960000e-01 9.51720000e-01 0.00000000e+00
 6.44760000e-01 1.01517000e+00 0.00000000e+00
 6.44720000e-01 1.07862000e+00 0.00000000e+00
 6.44840000e-01 1.14207000e+00 0.00000000e+00
 6.45130000e-01 1.20551000e+00 0.00000000e+00
 6.45580000e-01 1.26896000e+00 0.00000000e+00
 6.46210000e-01 1.33241000e+00 0.00000000e+00
 6.47000000e-01 1.39586000e+00 0.00000000e+00
