0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.331100000000000061e-01 1.326499999999999901e-01 1.322099999999999942e-01 1.318000000000000005e-01 1.314099999999999990e-01 1.310499999999999998e-01 1.307200000000000029e-01 1.304099999999999981e-01 1.301299999999999957e-01 1.298799999999999955e-01 1.296599999999999975e-01 1.294599999999999917e-01 1.292999999999999983e-01 1.291700000000000070e-01 1.290600000000000080e-01 1.289899999999999936e-01 1.289500000000000091e-01 1.289399999999999991e-01 1.289700000000000013e-01 1.290300000000000058e-01 1.291200000000000125e-01 1.292399999999999938e-01 1.293999999999999873e-01 1.295900000000000107e-01 1.298199999999999910e-01 1.300800000000000012e-01 1.303799999999999959e-01 1.307099999999999929e-01 1.310800000000000021e-01 1.314800000000000135e-01
2.662300000000000222e-01 2.652999999999999803e-01 2.644299999999999984e-01 2.636000000000000010e-01 2.628300000000000081e-01 2.620999999999999996e-01 2.614400000000000057e-01 2.608199999999999963e-01 2.602599999999999913e-01 2.597599999999999909e-01 2.593099999999999850e-01 2.589299999999999935e-01 2.585999999999999965e-01 2.583300000000000041e-01 2.581300000000000261e-01 2.579799999999999871e-01 2.579000000000000181e-01 2.578900000000000081e-01 2.579400000000000026e-01 2.580500000000000016e-01 2.582300000000000151e-01 2.584799999999999875e-01 2.587999999999999745e-01 2.591899999999999760e-01 2.596399999999999819e-01 2.601700000000000124e-01 2.607599999999999918e-01 2.614199999999999857e-01 2.621600000000000041e-01 2.629600000000000271e-01
3.993399999999999728e-01 3.979500000000000259e-01 3.966399999999999926e-01 3.953999999999999737e-01 3.942399999999999793e-01 3.931600000000000095e-01 3.921499999999999986e-01 3.912300000000000222e-01 3.903900000000000148e-01 3.896399999999999864e-01 3.889699999999999824e-01 3.883900000000000130e-01 3.879000000000000226e-01 3.875000000000000111e-01 3.871899999999999786e-01 3.869699999999999807e-01 3.868500000000000272e-01 3.868300000000000072e-01 3.869000000000000217e-01 3.870799999999999796e-01 3.873500000000000276e-01 3.877200000000000091e-01 3.881999999999999895e-01 3.887800000000000145e-01 3.894599999999999729e-01 3.902499999999999858e-01 3.911399999999999877e-01 3.921399999999999886e-01 3.932300000000000240e-01 3.944300000000000028e-01
5.324499999999999789e-01 5.305999999999999606e-01 5.288500000000000423e-01 5.272000000000000020e-01 5.256499999999999506e-01 5.242099999999999538e-01 5.228699999999999459e-01 5.216399999999999926e-01 5.205199999999999827e-01 5.195199999999999818e-01 5.186300000000000354e-01 5.178500000000000325e-01 5.171999999999999931e-01 5.166600000000000081e-01 5.162499999999999867e-01 5.159700000000000397e-01 5.158099999999999907e-01 5.157699999999999507e-01 5.158700000000000507e-01 5.161000000000000032e-01 5.164699999999999847e-01 5.169700000000000406e-01 5.175999999999999490e-01 5.183799999999999519e-01 5.192900000000000293e-01 5.203400000000000247e-01 5.215199999999999836e-01 5.228500000000000369e-01 5.243100000000000538e-01 5.259099999999999886e-01
6.655600000000000405e-01 6.632500000000000062e-01 6.610700000000000465e-01 6.590000000000000302e-01 6.570700000000000429e-01 6.552599999999999536e-01 6.535900000000000043e-01 6.520500000000000185e-01 6.506600000000000161e-01 6.493999999999999773e-01 6.482799999999999674e-01 6.473200000000000065e-01 6.464999999999999636e-01 6.458300000000000152e-01 6.453200000000000047e-01 6.449599999999999778e-01 6.447599999999999998e-01 6.447199999999999598e-01 6.448399999999999688e-01 6.451299999999999812e-01 6.455800000000000427e-01 6.462099999999999511e-01 6.470000000000000195e-01 6.479700000000000459e-01 6.491099999999999648e-01 6.504199999999999982e-01 6.519000000000000350e-01 6.535600000000000298e-01 6.553900000000000281e-01 6.573900000000000299e-01
7.986799999999999455e-01 7.959000000000000519e-01 7.932799999999999851e-01 7.907999999999999474e-01 7.884799999999999587e-01 7.863099999999999534e-01 7.843099999999999516e-01 7.824600000000000444e-01 7.807899999999999840e-01 7.792799999999999727e-01 7.779399999999999649e-01 7.767800000000000260e-01 7.758000000000000451e-01 7.750000000000000222e-01 7.743799999999999573e-01 7.739500000000000268e-01 7.737100000000000088e-01 7.736600000000000144e-01 7.738099999999999978e-01 7.741500000000000048e-01 7.747000000000000552e-01 7.754499999999999726e-01 7.763999999999999790e-01 7.775600000000000289e-01 7.789300000000000113e-01 7.804999999999999716e-01 7.822799999999999754e-01 7.842700000000000227e-01 7.864700000000000024e-01 7.888699999999999601e-01
9.317800000000000527e-01 9.285499999999999865e-01 9.254900000000000349e-01 9.225999999999999757e-01 9.198899999999999855e-01 9.173700000000000188e-01 9.150300000000000100e-01 9.128800000000000248e-01 9.109199999999999520e-01 9.091599999999999682e-01 9.075999999999999623e-01 9.062400000000000455e-01 9.051000000000000156e-01 9.041599999999999637e-01 9.034400000000000208e-01 9.029399999999999649e-01 9.026600000000000179e-01 9.025999999999999579e-01 9.027800000000000269e-01 9.031799999999999828e-01 9.038199999999999568e-01 9.046899999999999942e-01 9.058000000000000496e-01 9.071599999999999664e-01 9.087499999999999467e-01 9.105900000000000105e-01 9.126699999999999813e-01 9.149800000000000155e-01 9.175499999999999767e-01 9.203400000000000469e-01
1.064929999999999932e+00 1.061229999999999896e+00 1.057730000000000059e+00 1.054419999999999913e+00 1.051320000000000032e+00 1.048429999999999973e+00 1.045749999999999957e+00 1.043290000000000051e+00 1.041050000000000031e+00 1.039029999999999898e+00 1.037250000000000005e+00 1.035700000000000065e+00 1.034389999999999921e+00 1.033320000000000016e+00 1.032489999999999908e+00 1.031919999999999948e+00 1.031600000000000072e+00 1.031539999999999901e+00 1.031730000000000036e+00 1.032200000000000006e+00 1.032929999999999904e+00 1.033930000000000016e+00 1.035199999999999898e+00 1.036750000000000060e+00 1.038569999999999993e+00 1.040669999999999984e+00 1.043050000000000033e+00 1.045700000000000074e+00 1.048640000000000017e+00 1.051840000000000108e+00
1.197999999999999954e+00 1.193820000000000103e+00 1.189869999999999983e+00 1.186160000000000103e+00 1.182679999999999954e+00 1.179440000000000044e+00 1.176449999999999996e+00 1.173699999999999966e+00 1.171189999999999953e+00 1.168940000000000090e+00 1.166949999999999932e+00 1.165219999999999922e+00 1.163750000000000062e+00 1.162549999999999972e+00 1.161629999999999940e+00 1.160989999999999966e+00 1.160630000000000051e+00 1.160560000000000036e+00 1.160770000000000080e+00 1.161289999999999933e+00 1.162099999999999911e+00 1.163219999999999921e+00 1.164639999999999898e+00 1.166360000000000063e+00 1.168400000000000105e+00 1.170749999999999957e+00 1.173410000000000064e+00 1.176379999999999981e+00 1.179669999999999996e+00 1.183259999999999978e+00
