 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.00000000e-05 -1.70000000e-04 7.00000000e-05 6.57000000e-03 6.28800000e-02 1.03280000e-01 9.85200000e-02 9.92400000e-02 1.01790000e-01 1.01520000e-01 9.74100000e-02 9.36100000e-02 9.92500000e-02 1.19270000e-01 1.38130000e-01 1.40490000e-01 1.60130000e-01 2.17380000e-01 2.67310000e-01 2.92170000e-01 2.99910000e-01 2.98860000e-01 2.90880000e-01 2.71970000e-01 2.42920000e-01 2.06160000e-01 1.65370000e-01 1.32510000e-01 1.19620000e-01 1.30340000e-01 1.47370000e-01 1.53060000e-01 1.50200000e-01 1.44520000e-01 1.41770000e-01 1.47690000e-01 1.68010000e-01 2.06340000e-01 2.55850000e-01 3.06550000e-01 3.48440000e-01 3.71540000e-01 3.81100000e-01 4.20510000e-01 4.91400000e-01 5.63500000e-01 6.14110000e-01 6.31700000e-01 6.30870000e-01 6.30740000e-01 6.49740000e-01 7.04820000e-01 7.90420000e-01 8.80650000e-01 9.50970000e-01 9.88500000e-01 9.84620000e-01 9.48530000e-01 9.23090000e-01 9.54660000e-01 1.05114000e+00 1.14196000e+00 1.17120000e+00 1.17114000e+00 1.19414000e+00 1.26359000e+00 1.31310000e+00 1.30104000e+00 1.29148000e+00 1.32462000e+00 1.38370000e+00 1.44798000e+00 1.50563000e+00 1.55519000e+00 1.59574000e+00 1.62639000e+00 1.64627000e+00 1.65571000e+00 1.65672000e+00 1.65141000e+00 1.64189000e+00 1.62988000e+00 1.61427000e+00 1.59279000e+00 1.56321000e+00 1.52325000e+00 1.47294000e+00 1.41816000e+00 1.36570000e+00 1.32236000e+00 1.29491000e+00 1.28544000e+00 1.28710000e+00 1.29201000e+00 1.29228000e+00 1.28035000e+00 1.25242000e+00 1.20708000e+00 1.14295000e+00 1.05867000e+00 9.53580000e-01 8.32070000e-01 7.00780000e-01 5.66370000e-01 4.35470000e-01 3.14740000e-01 2.10820000e-01 1.30350000e-01 7.99300000e-02 6.05000000e-02 6.24900000e-02 7.51600000e-02 8.77800000e-02 9.06100000e-02 8.47700000e-02 7.79500000e-02 7.79300000e-02 9.24800000e-02 1.26690000e-01 1.77760000e-01 2.41480000e-01 3.13630000e-01 3.90000000e-01
 6.34500000e-02 6.34500000e-02 6.34500000e-02 6.34500000e-02 6.34500000e-02 6.34500000e-02 6.34500000e-02 6.34700000e-02 6.32800000e-02 6.36500000e-02 6.86000000e-02 1.20860000e-01 1.56770000e-01 1.47680000e-01 1.48520000e-01 1.51720000e-01 1.51310000e-01 1.47390000e-01 1.44030000e-01 1.49390000e-01 1.68380000e-01 1.87400000e-01 1.91410000e-01 2.09870000e-01 2.65700000e-01 3.17270000e-01 3.44690000e-01 3.54690000e-01 3.54830000e-01 3.47750000e-01 3.30290000e-01 3.03040000e-01 2.68250000e-01 2.29060000e-01 1.96350000e-01 1.82180000e-01 1.90770000e-01 2.08060000e-01 2.16210000e-01 2.16620000e-01 2.14470000e-01 2.14920000e-01 2.23160000e-01 2.44360000e-01 2.82420000e-01 3.31950000e-01 3.83490000e-01 4.27580000e-01 4.54740000e-01 4.64950000e-01 4.97750000e-01 5.65140000e-01 6.38960000e-01 6.94430000e-01 7.15030000e-01 7.13530000e-01 7.11170000e-01 7.26110000e-01 7.73560000e-01 8.53050000e-01 9.41000000e-01 1.01309000e+00 1.05520000e+00 1.05864000e+00 1.02682000e+00 9.98290000e-01 1.01800000e+00 1.10566000e+00 1.19900000e+00 1.23521000e+00 1.23655000e+00 1.25337000e+00 1.31720000e+00 1.37209000e+00 1.36575000e+00 1.35227000e+00 1.37995000e+00 1.43597000e+00 1.50030000e+00 1.55951000e+00 1.61131000e+00 1.65446000e+00 1.68773000e+00 1.70989000e+00 1.72081000e+00 1.72272000e+00 1.71817000e+00 1.70970000e+00 1.69965000e+00 1.68745000e+00 1.67061000e+00 1.64655000e+00 1.61274000e+00 1.56800000e+00 1.51741000e+00 1.46777000e+00 1.42585000e+00 1.39845000e+00 1.38913000e+00 1.39188000e+00 1.39891000e+00 1.40243000e+00 1.39478000e+00 1.37140000e+00 1.33077000e+00 1.27152000e+00 1.19226000e+00 1.09201000e+00 9.74340000e-01 8.45990000e-01 7.13740000e-01 5.84380000e-01 4.64690000e-01 3.61450000e-01 2.81460000e-01 2.31420000e-01 2.12230000e-01 2.14330000e-01 2.27060000e-01 2.39780000e-01 2.42860000e-01 2.37290000e-01 2.30590000e-01 2.30330000e-01 2.44090000e-01 2.76950000e-01 3.26260000e-01 3.87890000e-01 4.57750000e-01 5.31720000e-01
 1.26900000e-01 1.26900000e-01 1.26900000e-01 1.26900000e-01 1.26900000e-01 1.26900000e-01 1.26900000e-01 1.26920000e-01 1.26740000e-01 1.27190000e-01 1.30830000e-01 1.79060000e-01 2.10470000e-01 1.96950000e-01 1.97720000e-01 2.01650000e-01 2.01120000e-01 1.97350000e-01 1.94410000e-01 1.99570000e-01 2.17560000e-01 2.36600000e-01 2.42200000e-01 2.59750000e-01 3.14080000e-01 3.67060000e-01 3.96940000e-01 4.09250000e-01 4.10710000e-01 4.04500000e-01 3.88380000e-01 3.62850000e-01 3.29980000e-01 2.92470000e-01 2.60090000e-01 2.44880000e-01 2.51410000e-01 2.68560000e-01 2.78880000e-01 2.82350000e-01 2.83600000e-01 2.87270000e-01 2.97990000e-01 3.20380000e-01 3.58360000e-01 4.07930000e-01 4.60210000e-01 5.06240000e-01 5.37070000e-01 5.49130000e-01 5.76090000e-01 6.39170000e-01 7.13860000e-01 7.73990000e-01 7.98630000e-01 7.96830000e-01 7.92030000e-01 8.03390000e-01 8.44030000e-01 9.17060000e-01 1.00193000e+00 1.07503000e+00 1.12104000e+00 1.13126000e+00 1.10461000e+00 1.07440000e+00 1.08391000e+00 1.16133000e+00 1.25533000e+00 1.29851000e+00 1.30206000e+00 1.31407000e+00 1.37136000e+00 1.42992000e+00 1.43010000e+00 1.41391000e+00 1.43605000e+00 1.48868000e+00 1.55257000e+00 1.61310000e+00 1.66698000e+00 1.71266000e+00 1.74858000e+00 1.77319000e+00 1.78577000e+00 1.78864000e+00 1.78475000e+00 1.77709000e+00 1.76853000e+00 1.75932000e+00 1.74677000e+00 1.72803000e+00 1.70027000e+00 1.66140000e+00 1.61536000e+00 1.56888000e+00 1.52872000e+00 1.50166000e+00 1.49240000e+00 1.49610000e+00 1.50508000e+00 1.51166000e+00 1.50818000e+00 1.48934000e+00 1.45344000e+00 1.39910000e+00 1.32492000e+00 1.22970000e+00 1.11610000e+00 9.90870000e-01 8.60940000e-01 7.33220000e-01 6.14650000e-01 5.12150000e-01 4.32640000e-01 3.82980000e-01 3.64000000e-01 3.66170000e-01 3.78950000e-01 3.91790000e-01 3.95100000e-01 3.89820000e-01 3.83240000e-01 3.82740000e-01 3.95730000e-01 4.27240000e-01 4.74770000e-01 5.34320000e-01 6.01880000e-01 6.73450000e-01
 1.90340000e-01 1.90340000e-01 1.90340000e-01 1.90340000e-01 1.90340000e-01 1.90340000e-01 1.90350000e-01 1.90360000e-01 1.90200000e-01 1.90700000e-01 1.93250000e-01 2.37460000e-01 2.64370000e-01 2.46340000e-01 2.46870000e-01 2.51560000e-01 2.50940000e-01 2.47280000e-01 2.44760000e-01 2.49780000e-01 2.66800000e-01 2.85740000e-01 2.92850000e-01 3.09740000e-01 3.62540000e-01 4.16700000e-01 4.48950000e-01 4.63580000e-01 4.66490000e-01 4.61130000e-01 4.46260000e-01 4.22360000e-01 3.91360000e-01 3.55590000e-01 3.23710000e-01 3.07680000e-01 3.12280000e-01 3.28950000e-01 3.41110000e-01 3.47410000e-01 3.51960000e-01 3.58840000e-01 3.72160000e-01 3.96010000e-01 4.34120000e-01 4.83790000e-01 5.36730000e-01 5.84490000e-01 6.18600000e-01 6.33390000e-01 6.55580000e-01 7.13710000e-01 7.88320000e-01 8.52730000e-01 8.82350000e-01 8.80810000e-01 8.73390000e-01 8.81400000e-01 9.16160000e-01 9.82550000e-01 1.06364000e+00 1.13693000e+00 1.18616000e+00 1.20249000e+00 1.18171000e+00 1.15111000e+00 1.15223000e+00 1.21843000e+00 1.31129000e+00 1.36109000e+00 1.36751000e+00 1.37599000e+00 1.42627000e+00 1.48684000e+00 1.49396000e+00 1.47634000e+00 1.49294000e+00 1.54191000e+00 1.60488000e+00 1.66646000e+00 1.72225000e+00 1.77037000e+00 1.80895000e+00 1.83612000e+00 1.85058000e+00 1.85449000e+00 1.85122000e+00 1.84416000e+00 1.83669000e+00 1.82999000e+00 1.82137000e+00 1.80769000e+00 1.78585000e+00 1.75307000e+00 1.71190000e+00 1.66893000e+00 1.63089000e+00 1.60448000e+00 1.59525000e+00 1.59978000e+00 1.61055000e+00 1.61998000e+00 1.62053000e+00 1.60622000e+00 1.57505000e+00 1.52564000e+00 1.45659000e+00 1.36655000e+00 1.25727000e+00 1.13537000e+00 1.00792000e+00 8.81970000e-01 7.64610000e-01 6.62900000e-01 5.83900000e-01 5.34610000e-01 5.15810000e-01 5.18040000e-01 5.30850000e-01 5.43780000e-01 5.47350000e-01 5.42350000e-01 5.35890000e-01 5.35180000e-01 5.47400000e-01 5.77570000e-01 6.23320000e-01 6.80780000e-01 7.46030000e-01 8.15170000e-01
 2.53790000e-01 2.53790000e-01 2.53790000e-01 2.53790000e-01 2.53790000e-01 2.53790000e-01 2.53790000e-01 2.53810000e-01 2.53660000e-01 2.54190000e-01 2.55850000e-01 2.96070000e-01 3.18470000e-01 2.95870000e-01 2.95950000e-01 3.01450000e-01 3.00770000e-01 2.97180000e-01 2.95080000e-01 3.00020000e-01 3.16120000e-01 3.34840000e-01 3.43360000e-01 3.59840000e-01 4.11080000e-01 4.66200000e-01 5.00730000e-01 5.17680000e-01 5.22160000e-01 5.17680000e-01 5.03950000e-01 4.81600000e-01 4.52400000e-01 4.18400000e-01 3.87200000e-01 3.70550000e-01 3.73390000e-01 3.89300000e-01 4.02960000e-01 4.11860000e-01 4.19570000e-01 4.29640000e-01 4.45660000e-01 4.71200000e-01 5.09690000e-01 5.59520000e-01 6.13080000e-01 6.62380000e-01 6.99450000e-01 7.17510000e-01 7.36220000e-01 7.88910000e-01 8.62490000e-01 9.30660000e-01 9.65970000e-01 9.65430000e-01 9.55360000e-01 9.60020000e-01 9.89830000e-01 1.04961000e+00 1.12634000e+00 1.19897000e+00 1.25073000e+00 1.27246000e+00 1.25796000e+00 1.22816000e+00 1.22258000e+00 1.27719000e+00 1.36721000e+00 1.42295000e+00 1.43278000e+00 1.43887000e+00 1.48206000e+00 1.54315000e+00 1.55724000e+00 1.53943000e+00 1.55060000e+00 1.59571000e+00 1.65730000e+00 1.71967000e+00 1.77717000e+00 1.82763000e+00 1.86885000e+00 1.89865000e+00 1.91522000e+00 1.92027000e+00 1.91760000e+00 1.91099000e+00 1.90426000e+00 1.89960000e+00 1.89451000e+00 1.88560000e+00 1.86949000e+00 1.84292000e+00 1.80693000e+00 1.76782000e+00 1.73224000e+00 1.70684000e+00 1.69766000e+00 1.70293000e+00 1.71533000e+00 1.72744000e+00 1.73182000e+00 1.72202000e+00 1.69557000e+00 1.65109000e+00 1.58719000e+00 1.50248000e+00 1.39777000e+00 1.27942000e+00 1.15462000e+00 1.03060000e+00 9.14550000e-01 8.13700000e-01 7.35240000e-01 6.86300000e-01 6.67670000e-01 6.69930000e-01 6.82750000e-01 6.95770000e-01 6.99590000e-01 6.94880000e-01 6.88560000e-01 6.87630000e-01 6.99090000e-01 7.27920000e-01 7.71900000e-01 8.27250000e-01 8.90180000e-01 9.56900000e-01
 3.17240000e-01 3.17240000e-01 3.17240000e-01 3.17240000e-01 3.17240000e-01 3.17240000e-01 3.17240000e-01 3.17250000e-01 3.17120000e-01 3.17650000e-01 3.18610000e-01 3.54890000e-01 3.72770000e-01 3.45570000e-01 3.44980000e-01 3.51320000e-01 3.50610000e-01 3.47060000e-01 3.45350000e-01 3.50290000e-01 3.65520000e-01 3.83920000e-01 3.93730000e-01 4.10040000e-01 4.59730000e-01 5.15580000e-01 5.52290000e-01 5.71560000e-01 5.77710000e-01 5.74130000e-01 5.61450000e-01 5.40560000e-01 5.13110000e-01 4.80890000e-01 4.50520000e-01 4.33450000e-01 4.34720000e-01 4.49660000e-01 4.64490000e-01 4.75760000e-01 4.86470000e-01 4.99690000e-01 5.18480000e-01 5.45930000e-01 5.85050000e-01 6.35140000e-01 6.89290000e-01 7.39970000e-01 7.79680000e-01 8.01310000e-01 8.17920000e-01 8.64910000e-01 9.36550000e-01 1.00781000e+00 1.04929000e+00 1.05064000e+00 1.03808000e+00 1.03917000e+00 1.06474000e+00 1.11827000e+00 1.19021000e+00 1.26132000e+00 1.31487000e+00 1.34133000e+00 1.33324000e+00 1.30529000e+00 1.29461000e+00 1.33781000e+00 1.42342000e+00 1.48412000e+00 1.49774000e+00 1.50246000e+00 1.53885000e+00 1.59915000e+00 1.61985000e+00 1.60296000e+00 1.60901000e+00 1.65012000e+00 1.70992000e+00 1.77278000e+00 1.83180000e+00 1.88447000e+00 1.92829000e+00 1.96078000e+00 1.97964000e+00 1.98599000e+00 1.98393000e+00 1.97766000e+00 1.97138000e+00 1.96827000e+00 1.96630000e+00 1.96184000e+00 1.95125000e+00 1.93091000e+00 1.90038000e+00 1.86545000e+00 1.83269000e+00 1.80865000e+00 1.79964000e+00 1.80557000e+00 1.81947000e+00 1.83406000e+00 1.84207000e+00 1.83671000e+00 1.81496000e+00 1.77542000e+00 1.71669000e+00 1.63738000e+00 1.53750000e+00 1.42293000e+00 1.30099000e+00 1.17905000e+00 1.06444000e+00 9.64530000e-01 8.86660000e-01 8.38070000e-01 8.19580000e-01 8.21850000e-01 8.34660000e-01 8.47760000e-01 8.51830000e-01 8.47410000e-01 8.41240000e-01 8.40100000e-01 8.50820000e-01 8.78310000e-01 9.20510000e-01 9.73750000e-01 1.03435000e+00 1.09862000e+00
 3.80690000e-01 3.80690000e-01 3.80690000e-01 3.80690000e-01 3.80690000e-01 3.80690000e-01 3.80690000e-01 3.80700000e-01 3.80580000e-01 3.81100000e-01 3.81520000e-01 4.13890000e-01 4.27240000e-01 3.95450000e-01 3.93950000e-01 4.01160000e-01 4.00450000e-01 3.96910000e-01 3.95600000e-01 4.00570000e-01 4.15000000e-01 4.32990000e-01 4.43970000e-01 4.60320000e-01 5.08500000e-01 5.64880000e-01 6.03640000e-01 6.25220000e-01 6.33140000e-01 6.30500000e-01 6.18780000e-01 5.99270000e-01 5.73500000e-01 5.43070000e-01 5.13650000e-01 4.96350000e-01 4.96250000e-01 5.10090000e-01 5.25770000e-01 5.39160000e-01 5.52710000e-01 5.69010000e-01 5.90630000e-01 6.20160000e-01 6.60170000e-01 7.10630000e-01 7.65370000e-01 8.17310000e-01 8.59400000e-01 8.84650000e-01 9.00430000e-01 9.41810000e-01 1.01070000e+00 1.08426000e+00 1.13205000e+00 1.13632000e+00 1.12166000e+00 1.11883000e+00 1.14064000e+00 1.18853000e+00 1.25538000e+00 1.32416000e+00 1.37877000e+00 1.40923000e+00 1.40745000e+00 1.38228000e+00 1.36796000e+00 1.40046000e+00 1.48024000e+00 1.54467000e+00 1.56232000e+00 1.56656000e+00 1.59673000e+00 1.65510000e+00 1.68177000e+00 1.66672000e+00 1.66813000e+00 1.70516000e+00 1.76285000e+00 1.82588000e+00 1.88620000e+00 1.94093000e+00 1.98729000e+00 2.02249000e+00 2.04383000e+00 2.05163000e+00 2.05022000e+00 2.04421000e+00 2.03819000e+00 2.03615000e+00 2.03688000e+00 2.03652000e+00 2.03119000e+00 2.01701000e+00 1.99218000e+00 1.96174000e+00 1.93214000e+00 1.90982000e+00 1.90117000e+00 1.90769000e+00 1.92297000e+00 1.93989000e+00 1.95130000e+00 1.95030000e+00 1.93321000e+00 1.89858000e+00 1.84502000e+00 1.77114000e+00 1.67637000e+00 1.56582000e+00 1.44696000e+00 1.32727000e+00 1.21425000e+00 1.11538000e+00 1.03814000e+00 9.89920000e-01 9.71560000e-01 9.73810000e-01 9.86580000e-01 9.99740000e-01 1.00405000e+00 9.99940000e-01 9.93920000e-01 9.92590000e-01 1.00257000e+00 1.02873000e+00 1.06916000e+00 1.12028000e+00 1.17853000e+00 1.24034000e+00
 4.44140000e-01 4.44140000e-01 4.44140000e-01 4.44140000e-01 4.44140000e-01 4.44140000e-01 4.44140000e-01 4.44140000e-01 4.44040000e-01 4.44530000e-01 4.44550000e-01 4.73090000e-01 4.81890000e-01 4.45530000e-01 4.42890000e-01 4.50960000e-01 4.50310000e-01 4.46750000e-01 4.45810000e-01 4.50870000e-01 4.64550000e-01 4.82060000e-01 4.94070000e-01 5.10660000e-01 5.57390000e-01 6.14120000e-01 6.54820000e-01 6.78670000e-01 6.88440000e-01 6.86790000e-01 6.75950000e-01 6.57740000e-01 6.33580000e-01 6.04920000e-01 5.76590000e-01 5.59220000e-01 5.57980000e-01 5.70630000e-01 5.86830000e-01 6.02110000e-01 6.18340000e-01 6.37640000e-01 6.62110000e-01 6.93870000e-01 7.35040000e-01 7.86000000e-01 8.41340000e-01 8.94440000e-01 9.38680000e-01 9.67410000e-01 9.83480000e-01 1.01964000e+00 1.08517000e+00 1.16013000e+00 1.21400000e+00 1.22235000e+00 1.20610000e+00 1.19901000e+00 1.21733000e+00 1.26031000e+00 1.32199000e+00 1.38770000e+00 1.44256000e+00 1.47632000e+00 1.48053000e+00 1.45892000e+00 1.44233000e+00 1.46523000e+00 1.53796000e+00 1.60471000e+00 1.62645000e+00 1.63098000e+00 1.65571000e+00 1.71122000e+00 1.74299000e+00 1.73053000e+00 1.72794000e+00 1.76085000e+00 1.81615000e+00 1.87902000e+00 1.94043000e+00 1.99708000e+00 2.04589000e+00 2.08380000e+00 2.10775000e+00 2.11718000e+00 2.11649000e+00 2.11069000e+00 2.10475000e+00 2.10338000e+00 2.10638000e+00 2.10975000e+00 2.10939000e+00 2.10119000e+00 2.08227000e+00 2.05660000e+00 2.03049000e+00 2.01025000e+00 2.00221000e+00 2.00930000e+00 2.02587000e+00 2.04495000e+00 2.05955000e+00 2.06279000e+00 2.05030000e+00 2.02054000e+00 1.97214000e+00 1.90370000e+00 1.81427000e+00 1.70799000e+00 1.59244000e+00 1.47521000e+00 1.36393000e+00 1.26622000e+00 1.18969000e+00 1.14185000e+00 1.12360000e+00 1.12581000e+00 1.13851000e+00 1.15171000e+00 1.15627000e+00 1.15246000e+00 1.14660000e+00 1.14509000e+00 1.15436000e+00 1.17919000e+00 1.21783000e+00 1.26683000e+00 1.32272000e+00 1.38207000e+00
 5.07590000e-01 5.07590000e-01 5.07590000e-01 5.07590000e-01 5.07590000e-01 5.07590000e-01 5.07590000e-01 5.07590000e-01 5.07500000e-01 5.07960000e-01 5.07700000e-01 5.32460000e-01 5.36700000e-01 4.95820000e-01 4.91790000e-01 5.00720000e-01 5.00160000e-01 4.96570000e-01 4.95980000e-01 5.01180000e-01 5.14180000e-01 5.31150000e-01 5.44040000e-01 5.61020000e-01 6.06410000e-01 6.63310000e-01 7.05820000e-01 7.31910000e-01 7.43600000e-01 7.43010000e-01 7.32980000e-01 7.15980000e-01 6.93370000e-01 6.66460000e-01 6.39320000e-01 6.22040000e-01 6.19870000e-01 6.31290000e-01 6.47750000e-01 6.64670000e-01 6.83410000e-01 7.05610000e-01 7.32950000e-01 7.67070000e-01 8.09630000e-01 8.61220000e-01 9.17220000e-01 9.71410000e-01 1.01758000e+00 1.04952000e+00 1.06682000e+00 1.09843000e+00 1.16014000e+00 1.23556000e+00 1.29500000e+00 1.30856000e+00 1.29139000e+00 1.27979000e+00 1.29464000e+00 1.33351000e+00 1.39010000e+00 1.45213000e+00 1.50643000e+00 1.54274000e+00 1.55246000e+00 1.53506000e+00 1.51741000e+00 1.53216000e+00 1.59684000e+00 1.66436000e+00 1.69013000e+00 1.69555000e+00 1.71582000e+00 1.76769000e+00 1.80353000e+00 1.79426000e+00 1.78836000e+00 1.81720000e+00 1.86989000e+00 1.93227000e+00 1.99455000e+00 2.05296000e+00 2.10413000e+00 2.14472000e+00 2.17138000e+00 2.18262000e+00 2.18275000e+00 2.17713000e+00 2.17116000e+00 2.17008000e+00 2.17492000e+00 2.18165000e+00 2.18596000e+00 2.18351000e+00 2.17064000e+00 2.14998000e+00 2.12766000e+00 2.10986000e+00 2.10276000e+00 2.11040000e+00 2.12818000e+00 2.14928000e+00 2.16688000e+00 2.17420000e+00 2.16624000e+00 2.14129000e+00 2.09800000e+00 2.03500000e+00 1.95109000e+00 1.84936000e+00 1.73735000e+00 1.62280000e+00 1.51345000e+00 1.41704000e+00 1.34130000e+00 1.29387000e+00 1.27572000e+00 1.27787000e+00 1.29046000e+00 1.30369000e+00 1.30848000e+00 1.30497000e+00 1.29928000e+00 1.29761000e+00 1.30617000e+00 1.32969000e+00 1.36655000e+00 1.41341000e+00 1.46693000e+00 1.52379000e+00
 5.71030000e-01 5.71030000e-01 5.71030000e-01 5.71030000e-01 5.71030000e-01 5.71030000e-01 5.71040000e-01 5.71040000e-01 5.70960000e-01 5.71370000e-01 5.70940000e-01 5.92010000e-01 5.91660000e-01 5.46340000e-01 5.40670000e-01 5.50450000e-01 5.50010000e-01 5.46370000e-01 5.46120000e-01 5.51490000e-01 5.63890000e-01 5.80260000e-01 5.93900000e-01 6.11400000e-01 6.55570000e-01 7.12490000e-01 7.56690000e-01 7.84960000e-01 7.98610000e-01 7.99150000e-01 7.89890000e-01 7.74000000e-01 7.52870000e-01 7.27680000e-01 7.01820000e-01 6.84780000e-01 6.81890000e-01 6.92110000e-01 7.08560000e-01 7.26890000e-01 7.47960000e-01 7.72980000e-01 8.03170000e-01 8.39750000e-01 8.83930000e-01 9.36320000e-01 9.93020000e-01 1.04824000e+00 1.09618000e+00 1.13103000e+00 1.15028000e+00 1.17815000e+00 1.23575000e+00 1.31071000e+00 1.37510000e+00 1.39477000e+00 1.37745000e+00 1.36127000e+00 1.37248000e+00 1.40793000e+00 1.45976000e+00 1.51765000e+00 1.57055000e+00 1.60866000e+00 1.62323000e+00 1.61055000e+00 1.59293000e+00 1.60114000e+00 1.65710000e+00 1.72380000e+00 1.75334000e+00 1.76014000e+00 1.77698000e+00 1.82468000e+00 1.86346000e+00 1.85778000e+00 1.84935000e+00 1.87418000e+00 1.92411000e+00 1.98569000e+00 2.04862000e+00 2.10862000e+00 2.16205000e+00 2.20528000e+00 2.23468000e+00 2.24794000e+00 2.24898000e+00 2.24356000e+00 2.23745000e+00 2.23638000e+00 2.24264000e+00 2.25236000e+00 2.26101000e+00 2.26406000e+00 2.25728000e+00 2.24183000e+00 2.22358000e+00 2.20855000e+00 2.20275000e+00 2.21099000e+00 2.22992000e+00 2.25292000e+00 2.27333000e+00 2.28453000e+00 2.28102000e+00 2.26082000e+00 2.22259000e+00 2.16498000e+00 2.08672000e+00 1.98981000e+00 1.88161000e+00 1.76998000e+00 1.66276000e+00 1.56781000e+00 1.49297000e+00 1.44598000e+00 1.42793000e+00 1.42998000e+00 1.44244000e+00 1.45565000e+00 1.46067000e+00 1.45747000e+00 1.45196000e+00 1.45014000e+00 1.45801000e+00 1.48023000e+00 1.51530000e+00 1.56001000e+00 1.61116000e+00 1.66552000e+00
