 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01 2.22222222e+01
 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01 4.44444444e+01
 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01 6.66666667e+01
 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01 8.88888889e+01
 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02 1.11111111e+02
 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02 1.33333333e+02
 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02 1.55555556e+02
 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02 1.77777778e+02
 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02 2.00000000e+02
