    0.8135975933E+01      0.8135975933E+01      0.1053047511E-01      0.1236523755E+01
    0.8136505089E+01      0.8136505089E+01      0.3130022326E-01      0.1238359480E+01
    0.8137870253E+01      0.8137870253E+01      0.5221537641E-01      0.1240000474E+01
    0.8141030627E+01      0.8141030627E+01      0.7261667929E-01      0.1241389353E+01
    0.8146762118E+01      0.8146762118E+01      0.9216682474E-01      0.1242208093E+01
    0.8155769705E+01      0.8155769705E+01      0.1104427259E+00      0.1241908484E+01
    0.8168630343E+01      0.8168630343E+01      0.1273256212E+00      0.1239926016E+01
    0.8185714386E+01      0.8185714386E+01      0.1428539106E+00      0.1235980704E+01
    0.8206955546E+01      0.8206955546E+01      0.1571185418E+00      0.1228857966E+01
    0.8234286560E+01      0.8234286560E+01      0.1690445227E+00      0.1218131483E+01
    0.8267807065E+01      0.8267807065E+01      0.1786846048E+00      0.1204398469E+01
    0.8305832029E+01      0.8305832029E+01      0.1877497305E+00      0.1188267162E+01
    0.8347199553E+01      0.8347199553E+01      0.1969777375E+00      0.1171385754E+01
    0.8391462666E+01      0.8391462666E+01      0.2067474660E+00      0.1152460190E+01
    0.8439713582E+01      0.8439713582E+01      0.2168864257E+00      0.1131247245E+01
    0.8488996966E+01      0.8488996966E+01      0.2290216991E+00      0.1110082237E+01
    0.8535031585E+01      0.8535031585E+01      0.2458792676E+00      0.1093480412E+01
    0.8577597842E+01      0.8577597842E+01      0.2666916699E+00      0.1081320214E+01
    0.8618062563E+01      0.8618062563E+01      0.2909810144E+00      0.1073304713E+01
    0.8656357393E+01      0.8656357393E+01      0.3185630224E+00      0.1068204976E+01
    0.8692627354E+01      0.8692627354E+01      0.3489034626E+00      0.1066170921E+01
    0.8727790956E+01      0.8727790956E+01      0.3814855917E+00      0.1068405290E+01
    0.8761802288E+01      0.8761802288E+01      0.4161046141E+00      0.1073929093E+01
    0.8794733729E+01      0.8794733729E+01      0.4525115103E+00      0.1082509099E+01
    0.8827403207E+01      0.8827403207E+01      0.4902287088E+00      0.1093732692E+01
    0.8859936365E+01      0.8859936365E+01      0.5293896273E+00      0.1106997604E+01
    0.8891928662E+01      0.8891928662E+01      0.5687673941E+00      0.1122867782E+01
    0.8921921862E+01      0.8921921862E+01      0.6067747144E+00      0.1141428625E+01
    0.8949020644E+01      0.8949020644E+01      0.6416038448E+00      0.1162526436E+01
    0.8971278782E+01      0.8971278782E+01      0.6700102095E+00      0.1186711495E+01
    0.8989260221E+01      0.8989260221E+01      0.6915072541E+00      0.1213217400E+01
    0.9006140588E+01      0.9006140588E+01      0.7080336782E+00      0.1241213307E+01
    0.9016700217E+01      0.9016700217E+01      0.7131001932E+00      0.1272681561E+01
    0.9024424972E+01      0.9024424972E+01      0.7103155520E+00      0.1306774059E+01
    0.9031727281E+01      0.9031727281E+01      0.7015413818E+00      0.1339747239E+01
    0.9037788310E+01      0.9037788310E+01      0.6866485827E+00      0.1373651077E+01
    0.9042426904E+01      0.9042426904E+01      0.6656130559E+00      0.1408188733E+01
    0.9045297641E+01      0.9045297641E+01      0.6382977457E+00      0.1443117373E+01
    0.9046437894E+01      0.9046437894E+01      0.6045555670E+00      0.1477668715E+01
