        0.00000         0.00000         0.00000         0.85000         0.00000         0.00000

        0.13311         0.00000         0.00000         0.85000         0.00000         0.00000

        0.26623         0.00000         0.00000         0.85000         0.00000         0.00000

        0.39934         0.00000         0.00000         0.85000         0.00000         0.00000

        0.53245         0.00000         0.00000         0.85000         0.00000         0.00000

        0.66556         0.00000         0.00000         0.85000         0.00000         0.00000

        0.79868         0.00000         0.00000         0.85000         0.00000         0.00000

        0.93178         0.00003         0.00000         0.85000         0.00000         0.00000

        1.06493        -0.00017         0.00000         0.85000         0.00000         0.00000

        1.19800         0.00007         0.00000         0.85000         0.00000         0.00000

        1.32986         0.00657         0.10288         0.74712         0.00000         0.00000

        1.45213         0.06288         0.54287         0.30713         0.00000         0.00000

        1.57746         0.10328         0.89664         0.00000         0.00000         0.00000

        1.71149         0.09852         0.92000         0.00000         0.00000         0.00000

        1.84445         0.09924         0.92000         0.00000         0.00000         0.00000

        1.97716         0.10179         0.92000         0.00000         0.00000         0.00000

        2.11035         0.10152         0.92000         0.00000         0.00000         0.00000

        2.24394         0.09741         0.95212         0.00000         0.00000         0.00000

        2.37744         0.09361         1.01439         0.00000         0.00000         0.00000

        2.50996         0.09925         1.07667         0.00000         0.00000         0.00000

        2.64114         0.11927         1.11490         0.00000         0.00000         0.00000

        2.77316         0.13813         1.15178         0.00000         0.00000         0.00000

        2.90773         0.14049         1.16517         0.00000         0.00000         0.00000

        3.03711         0.16013         1.17000         0.00000         0.00000         0.00000

        3.15781         0.21738         1.17000         0.00000         0.00000         0.00000

        3.28179         0.26731         1.16805         0.00000         0.00000         0.00000

        3.41285         0.29217         1.16487         0.00000         0.00000         0.00000

        3.54740         0.29991         1.16169         0.00000         0.00000         0.00000

        3.68174         0.29886         1.16397         0.00000         0.00000         0.00000

        3.81434         0.29088         1.17244         0.00000         0.00000         0.00000

        3.94583         0.27197         1.15363         0.00000         0.00000         0.00000

        4.07604         0.24292         1.13290         0.00000         0.00000         0.00000

        4.20451         0.20616         1.11217         0.00000         0.00000         0.00000

        4.33138         0.16537         1.13977         0.00000         0.00000         0.00000

        4.46039         0.13251         1.16619         0.00000         0.00000         0.00000

        4.59315         0.11962         1.16687         0.00000         0.00000         0.00000

        4.72555         0.13034         1.16353         0.00000         0.00000         0.00000

        4.85787         0.14737         1.15779         0.00000         0.00000         0.00000

        4.99171         0.15306         1.14546         0.00000         0.00000         0.00000

        5.12647         0.15020         1.13313         0.00000         0.00000         0.00000

