2.380000000000000449e-01 2.312406897255382676e-01 2.246193245587185250e-01 2.181359044995409280e-01 2.117904295480052823e-01 2.055828997041118655e-01 1.995133149678604834e-01 1.935816753392510803e-01 1.877879808182839061e-01 1.821322314049587110e-01 1.766144270992756060e-01 1.712345679012345911e-01 1.659926538108356664e-01 1.608886848280787485e-01 1.559226609529640317e-01 1.510945821854913496e-01 1.464044485256606742e-01 1.418522599734721445e-01 1.374380165289257050e-01 1.331617181920212722e-01 1.290233649627589296e-01 1.250229568411386494e-01 1.211604938271605286e-01 1.174359759208244286e-01 1.138494031221304326e-01 1.104007754310784711e-01 1.070900928476686276e-01 1.039173553719008325e-01 1.008825630037751692e-01 9.798571574329154044e-02 9.522681359045000182e-02 9.260585654525051169e-02 9.012284460769313943e-02 8.777777777777782953e-02 8.557065605550458198e-02 8.350147944087341068e-02 8.157024793388434336e-02 7.977696153453733841e-02 7.812162024283236805e-02 7.660422405876954333e-02 7.522477298234873933e-02 7.398326701357005319e-02 7.287970615243344330e-02 7.191409039893892352e-02 7.108641975308642447e-02 7.039669421487604328e-02 6.984491378430771058e-02 6.943107846138152350e-02 6.915518824609732940e-02 6.901724313845529479e-02 6.901724313845529479e-02 6.915518824609737103e-02 6.943107846138152350e-02 6.984491378430775221e-02 7.039669421487608492e-02 7.108641975308642447e-02 7.191409039893892352e-02 7.287970615243344330e-02 7.398326701357005319e-02 7.522477298234880871e-02 7.660422405876954333e-02 7.812162024283236805e-02 7.977696153453733841e-02 8.157024793388434336e-02 8.350147944087341068e-02 8.557065605550458198e-02 8.777777777777782953e-02 9.012284460769313943e-02 9.260585654525051169e-02 9.522681359045000182e-02 9.798571574329154044e-02 1.008825630037751692e-01 1.039173553719008880e-01 1.070900928476686276e-01 1.104007754310784711e-01 1.138494031221304326e-01 1.174359759208245119e-01 1.211604938271606119e-01 1.250229568411387326e-01 1.290233649627589851e-01 1.331617181920212722e-01 1.374380165289257050e-01 1.418522599734721445e-01 1.464044485256606742e-01 1.510945821854913496e-01 1.559226609529640872e-01 1.608886848280788318e-01 1.659926538108357497e-01 1.712345679012345911e-01 1.766144270992756060e-01 1.821322314049587110e-01 1.877879808182839061e-01 1.935816753392512468e-01 1.995133149678605666e-01 2.055828997041118655e-01 2.117904295480054488e-01 2.181359044995409280e-01 2.246193245587185805e-01 2.312406897255382676e-01 2.380000000000000449e-01
2.312406897255382676e-01 2.244813794510764904e-01 2.178600142842567478e-01 2.113765942250791230e-01 2.050311192735435883e-01 1.988235894296500883e-01 1.927540046933987061e-01 1.868223650647893308e-01 1.810286705438221011e-01 1.753729211304969615e-01 1.698551168248138010e-01 1.644752576267728694e-01 1.592333435363739447e-01 1.541293745536170268e-01 1.491633506785022267e-01 1.443352719110295446e-01 1.396451382511989525e-01 1.350929496990103118e-01 1.306787062544638722e-01 1.264024079175594673e-01 1.222640546882971524e-01 1.182636465666769693e-01 1.144011835526987514e-01 1.106766656463626097e-01 1.070900928476687108e-01 1.036414651566167078e-01 1.003307825732068503e-01 9.715804509743904138e-02 9.412325272931335030e-02 9.122640546882974932e-02 8.846750331598823847e-02 8.584654627078869282e-02 8.336353433323134832e-02 8.101846750331605229e-02 7.881134578104279087e-02 7.674216916641161956e-02 7.481093765942252449e-02 7.301765126007553341e-02 7.136230996837059082e-02 6.984491378430775221e-02 6.846546270788700372e-02 6.722395673910830372e-02 6.612039587797169382e-02 6.515478012447716016e-02 6.432710947862467499e-02 6.363738394041425217e-02 6.308560350984597498e-02 6.267176818691973239e-02 6.239587797163559379e-02 6.225793286399348286e-02 6.225793286399348286e-02 6.239587797163559379e-02 6.267176818691973239e-02 6.308560350984597498e-02 6.363738394041429380e-02 6.432710947862467499e-02 6.515478012447716016e-02 6.612039587797169382e-02 6.722395673910830372e-02 6.846546270788700372e-02 6.984491378430775221e-02 7.136230996837059082e-02 7.301765126007557505e-02 7.481093765942252449e-02 7.674216916641166120e-02 7.881134578104279087e-02 8.101846750331605229e-02 8.336353433323134832e-02 8.584654627078876221e-02 8.846750331598823847e-02 9.122640546882979096e-02 9.412325272931339193e-02 9.715804509743911077e-02 1.003307825732068503e-01 1.036414651566167078e-01 1.070900928476687108e-01 1.106766656463626930e-01 1.144011835526988485e-01 1.182636465666769693e-01 1.222640546882971524e-01 1.264024079175594950e-01 1.306787062544638722e-01 1.350929496990103118e-01 1.396451382511989525e-01 1.443352719110295446e-01 1.491633506785022545e-01 1.541293745536171100e-01 1.592333435363739447e-01 1.644752576267728694e-01 1.698551168248138010e-01 1.753729211304969615e-01 1.810286705438221011e-01 1.868223650647893863e-01 1.927540046933987061e-01 1.988235894296501716e-01 2.050311192735436439e-01 2.113765942250792063e-01 2.178600142842568033e-01 2.244813794510764904e-01 2.312406897255382676e-01
2.246193245587185250e-01 2.178600142842567478e-01 2.112386491174370051e-01 2.047552290582593248e-01 1.984097541067237902e-01 1.922022242628302902e-01 1.861326395265789080e-01 1.802009998979695604e-01 1.744073053770023862e-01 1.687515559636771911e-01 1.632337516579940306e-01 1.578538924599530435e-01 1.526119783695541465e-01 1.475080093867972841e-01 1.425419855116824286e-01 1.377139067442097464e-01 1.330237730843791266e-01 1.284715845321905692e-01 1.240573410876440463e-01 1.197810427507397107e-01 1.156426895214773681e-01 1.116422813998571711e-01 1.077798183858790088e-01 1.040553004795428116e-01 1.004687276808488711e-01 9.702009998979693739e-02 9.370941740638710771e-02 9.053667993061927100e-02 8.750188756249357991e-02 8.460504030200999281e-02 8.184613814916844032e-02 7.922518110396892244e-02 7.674216916641155017e-02 7.439710233649628190e-02 7.218998061422302048e-02 7.012080399959184918e-02 6.818957249260278186e-02 6.639628609325576303e-02 6.474094480155083431e-02 6.322354861748798183e-02 6.184409754106723334e-02 6.060259157228853333e-02 5.949903071115188180e-02 5.853341495765736202e-02 5.770574431180489072e-02 5.701601877359450260e-02 5.646423834302621153e-02 5.605040302009998282e-02 5.577451280481578177e-02 5.563656769717376105e-02 5.563656769717376105e-02 5.577451280481585116e-02 5.605040302009998282e-02 5.646423834302621153e-02 5.701601877359450260e-02 5.770574431180489072e-02 5.853341495765736202e-02 5.949903071115188180e-02 6.060259157228853333e-02 6.184409754106723334e-02 6.322354861748798183e-02 6.474094480155083431e-02 6.639628609325576303e-02 6.818957249260278186e-02 7.012080399959189081e-02 7.218998061422302048e-02 7.439710233649628190e-02 7.674216916641161956e-02 7.922518110396899182e-02 8.184613814916844032e-02 8.460504030200999281e-02 8.750188756249364930e-02 9.053667993061934038e-02 9.370941740638710771e-02 9.702009998979693739e-02 1.004687276808489127e-01 1.040553004795429087e-01 1.077798183858790088e-01 1.116422813998571711e-01 1.156426895214774514e-01 1.197810427507397107e-01 1.240573410876441296e-01 1.284715845321905692e-01 1.330237730843791266e-01 1.377139067442097464e-01 1.425419855116825119e-01 1.475080093867973674e-01 1.526119783695541465e-01 1.578538924599531268e-01 1.632337516579940861e-01 1.687515559636771911e-01 1.744073053770023862e-01 1.802009998979696714e-01 1.861326395265789913e-01 1.922022242628304012e-01 1.984097541067237902e-01 2.047552290582594081e-01 2.112386491174370606e-01 2.178600142842567478e-01 2.246193245587185250e-01
2.181359044995409280e-01 2.113765942250791230e-01 2.047552290582593248e-01 1.982718089990817278e-01 1.919263340475462210e-01 1.857188042036527209e-01 1.796492194674013665e-01 1.737175798387919634e-01 1.679238853178247060e-01 1.622681359044995664e-01 1.567503315988164059e-01 1.513704724007753910e-01 1.461285583103764940e-01 1.410245893276196316e-01 1.360585654525048316e-01 1.312304866850321494e-01 1.265403530252015296e-01 1.219881644730130277e-01 1.175739210284665326e-01 1.132976226915620721e-01 1.091592694622997711e-01 1.051588613406795325e-01 1.012963983267013701e-01 9.757188042036527009e-02 9.398530762167123243e-02 9.053667993061934038e-02 8.722599734720946907e-02 8.405325987144166011e-02 8.101846750331598290e-02 7.812162024283236805e-02 7.536271808999084332e-02 7.274176104479135319e-02 7.025874910723395317e-02 6.791368227731864327e-02 6.570656055504542348e-02 6.363738394041425217e-02 6.170615243342519179e-02 5.991286603407817296e-02 5.825752474237320261e-02 5.674012855831037094e-02 5.536067748188960164e-02 5.411917151311092244e-02 5.301561065197431255e-02 5.204999489847975114e-02 5.122232425262725208e-02 5.053259871441687090e-02 4.998081828384855207e-02 4.956698296092237194e-02 4.929109274563821252e-02 4.915314763799612241e-02 4.915314763799612241e-02 4.929109274563821252e-02 4.956698296092237194e-02 4.998081828384859371e-02 5.053259871441693335e-02 5.122232425262732147e-02 5.204999489847975114e-02 5.301561065197431255e-02 5.411917151311092244e-02 5.536067748188964327e-02 5.674012855831037094e-02 5.825752474237320261e-02 5.991286603407817296e-02 6.170615243342519179e-02 6.363738394041425217e-02 6.570656055504542348e-02 6.791368227731864327e-02 7.025874910723399480e-02 7.274176104479135319e-02 7.536271808999084332e-02 7.812162024283240969e-02 8.101846750331598290e-02 8.405325987144172950e-02 8.722599734720946907e-02 9.053667993061934038e-02 9.398530762167130181e-02 9.757188042036527009e-02 1.012963983267014534e-01 1.051588613406795880e-01 1.091592694622997711e-01 1.132976226915621276e-01 1.175739210284665326e-01 1.219881644730130277e-01 1.265403530252015296e-01 1.312304866850321494e-01 1.360585654525049148e-01 1.410245893276196871e-01 1.461285583103765495e-01 1.513704724007755298e-01 1.567503315988165447e-01 1.622681359044995664e-01 1.679238853178247060e-01 1.737175798387921022e-01 1.796492194674013665e-01 1.857188042036528042e-01 1.919263340475462210e-01 1.982718089990818111e-01 2.047552290582594081e-01 2.113765942250791230e-01 2.181359044995409280e-01
2.117904295480052823e-01 2.050311192735435883e-01 1.984097541067237902e-01 1.919263340475462210e-01 1.855808590960106308e-01 1.793733292521171307e-01 1.733037445158658041e-01 1.673721048872564010e-01 1.615784103662891713e-01 1.559226609529640317e-01 1.504048566472808712e-01 1.450249974492398841e-01 1.397830833588409039e-01 1.346791143760841525e-01 1.297130905009693247e-01 1.248850117334965870e-01 1.201948780736659672e-01 1.156426895214774514e-01 1.112284460769309286e-01 1.069521477400265097e-01 1.028137945107642504e-01 9.881338638914401173e-02 9.495092337516582159e-02 9.122640546882974932e-02 8.763983267013573941e-02 8.419120497908381962e-02 8.088052239567394830e-02 7.770778491990613934e-02 7.467299255178042050e-02 7.177614529129683341e-02 6.901724313845523928e-02 6.639628609325576303e-02 6.391327415569840464e-02 6.156820732578310168e-02 5.936108560350988189e-02 5.729190898887866201e-02 5.536067748188960164e-02 5.356739108254263138e-02 5.191204979083770266e-02 5.039465360677482242e-02 4.901520253035405311e-02 4.777369656157537392e-02 4.667013570043872239e-02 4.570451994694418180e-02 4.487684930109170356e-02 4.418712376288134319e-02 4.363534333231305212e-02 4.322150800938678178e-02 4.294561779410264318e-02 4.280767268646055307e-02 4.280767268646055307e-02 4.294561779410264318e-02 4.322150800938678178e-02 4.363534333231305212e-02 4.418712376288139176e-02 4.487684930109177295e-02 4.570451994694418180e-02 4.667013570043872239e-02 4.777369656157537392e-02 4.901520253035405311e-02 5.039465360677482242e-02 5.191204979083770266e-02 5.356739108254263138e-02 5.536067748188964327e-02 5.729190898887873140e-02 5.936108560350988189e-02 6.156820732578310168e-02 6.391327415569840464e-02 6.639628609325583242e-02 6.901724313845529479e-02 7.177614529129683341e-02 7.467299255178048989e-02 7.770778491990613934e-02 8.088052239567394830e-02 8.419120497908381962e-02 8.763983267013573941e-02 9.122640546882974932e-02 9.495092337516582159e-02 9.881338638914401173e-02 1.028137945107642504e-01 1.069521477400265513e-01 1.112284460769309702e-01 1.156426895214774514e-01 1.201948780736659672e-01 1.248850117334965870e-01 1.297130905009693524e-01 1.346791143760841525e-01 1.397830833588409871e-01 1.450249974492399674e-01 1.504048566472808712e-01 1.559226609529640317e-01 1.615784103662891713e-01 1.673721048872565120e-01 1.733037445158658041e-01 1.793733292521172418e-01 1.855808590960106863e-01 1.919263340475462210e-01 1.984097541067237902e-01 2.050311192735435883e-01 2.117904295480052823e-01
2.055828997041118655e-01 1.988235894296500883e-01 1.922022242628302902e-01 1.857188042036527209e-01 1.793733292521171307e-01 1.731657994082236862e-01 1.670962146719723040e-01 1.611645750433629287e-01 1.553708805223957268e-01 1.497151311090705317e-01 1.441973268033874267e-01 1.388174676053464118e-01 1.335755535149474871e-01 1.284715845321906247e-01 1.235055606570757691e-01 1.186774818896031286e-01 1.139873482297725504e-01 1.094351596775839097e-01 1.050209162330374285e-01 1.007446178961330097e-01 9.660626466687072256e-02 9.260585654525051169e-02 8.874339353127234931e-02 8.501887562493626316e-02 8.143230282624221161e-02 7.798367513519029182e-02 7.467299255178042050e-02 7.150025507601263930e-02 6.846546270788693433e-02 6.556861544740331948e-02 6.280971329456182251e-02 6.018875624936231156e-02 5.770574431180493236e-02 5.536067748188964327e-02 5.315355575961640267e-02 5.108437914498523136e-02 4.915314763799612241e-02 4.735986123864915215e-02 4.570451994694418180e-02 4.418712376288134319e-02 4.280767268646055307e-02 4.156616671768190163e-02 4.046260585654524317e-02 3.949699010305072339e-02 3.866931945719825209e-02 3.797959391898784315e-02 3.742781348841957290e-02 3.701397816549332337e-02 3.673808795020914314e-02 3.660014284256707384e-02 3.660014284256707384e-02 3.673808795020918477e-02 3.701397816549332337e-02 3.742781348841957290e-02 3.797959391898791254e-02 3.866931945719825209e-02 3.949699010305072339e-02 4.046260585654524317e-02 4.156616671768190163e-02 4.280767268646062246e-02 4.418712376288139176e-02 4.570451994694418180e-02 4.735986123864915215e-02 4.915314763799612241e-02 5.108437914498523136e-02 5.315355575961640267e-02 5.536067748188964327e-02 5.770574431180493236e-02 6.018875624936231156e-02 6.280971329456182251e-02 6.556861544740337500e-02 6.846546270788700372e-02 7.150025507601268093e-02 7.467299255178048989e-02 7.798367513519029182e-02 8.143230282624228100e-02 8.501887562493626316e-02 8.874339353127241870e-02 9.260585654525058108e-02 9.660626466687079195e-02 1.007446178961330929e-01 1.050209162330374285e-01 1.094351596775839097e-01 1.139873482297725504e-01 1.186774818896031286e-01 1.235055606570759079e-01 1.284715845321906247e-01 1.335755535149475148e-01 1.388174676053464118e-01 1.441973268033874267e-01 1.497151311090705317e-01 1.553708805223957268e-01 1.611645750433630120e-01 1.670962146719723873e-01 1.731657994082237417e-01 1.793733292521172418e-01 1.857188042036528042e-01 1.922022242628304012e-01 1.988235894296500883e-01 2.055828997041118655e-01
1.995133149678604834e-01 1.927540046933987061e-01 1.861326395265789080e-01 1.796492194674013665e-01 1.733037445158658041e-01 1.670962146719723040e-01 1.610266299357209496e-01 1.550949903071115465e-01 1.493012957861442336e-01 1.436455463728191495e-01 1.381277420671359335e-01 1.327478828690949464e-01 1.275059687786961049e-01 1.224019997959391870e-01 1.174359759208244286e-01 1.126078971533517326e-01 1.079177634935211683e-01 1.033655749413325692e-01 9.895133149678608797e-02 9.467503315988168300e-02 9.053667993061934038e-02 8.653627180899910176e-02 8.267380879502095326e-02 7.894929088868485323e-02 7.536271808999084332e-02 7.191409039893892352e-02 6.860340781552902445e-02 6.543067033976127100e-02 6.239587797163559379e-02 5.949903071115192343e-02 5.674012855831043339e-02 5.411917151311092244e-02 5.163615957555354324e-02 4.929109274563825416e-02 4.708397102336499274e-02 4.501479440873382143e-02 4.308356290174478187e-02 4.129027650239772140e-02 3.963493521069281350e-02 3.811753902662995408e-02 3.673808795020918477e-02 3.549658198143048476e-02 3.439302112029387487e-02 3.342740536679933427e-02 3.259973472094686298e-02 3.191000918273650261e-02 3.135822875216814215e-02 3.094439342924193426e-02 3.066850321395777831e-02 3.053055810631570902e-02 3.053055810631570902e-02 3.066850321395777831e-02 3.094439342924193426e-02 3.135822875216820460e-02 3.191000918273650261e-02 3.259973472094686298e-02 3.342740536679933427e-02 3.439302112029387487e-02 3.549658198143048476e-02 3.673808795020918477e-02 3.811753902662995408e-02 3.963493521069281350e-02 4.129027650239778385e-02 4.308356290174478187e-02 4.501479440873386306e-02 4.708397102336499274e-02 4.929109274563825416e-02 5.163615957555354324e-02 5.411917151311092244e-02 5.674012855831043339e-02 5.949903071115199282e-02 6.239587797163559379e-02 6.543067033976127100e-02 6.860340781552909384e-02 7.191409039893892352e-02 7.536271808999084332e-02 7.894929088868490874e-02 8.267380879502102264e-02 8.653627180899917115e-02 9.053667993061940977e-02 9.467503315988168300e-02 9.895133149678608797e-02 1.033655749413325692e-01 1.079177634935211683e-01 1.126078971533517326e-01 1.174359759208245119e-01 1.224019997959392703e-01 1.275059687786961327e-01 1.327478828690950852e-01 1.381277420671360723e-01 1.436455463728191495e-01 1.493012957861442336e-01 1.550949903071116853e-01 1.610266299357209496e-01 1.670962146719723873e-01 1.733037445158658041e-01 1.796492194674013665e-01 1.861326395265789913e-01 1.927540046933987061e-01 1.995133149678604834e-01
1.935816753392510803e-01 1.868223650647893308e-01 1.802009998979695604e-01 1.737175798387919634e-01 1.673721048872564010e-01 1.611645750433629287e-01 1.550949903071115465e-01 1.491633506785021435e-01 1.433696561575349693e-01 1.377139067442097464e-01 1.321961024385266137e-01 1.268162432404856266e-01 1.215743291500867296e-01 1.164703601673298117e-01 1.115043362922150672e-01 1.066762575247423295e-01 1.019861238649117929e-01 9.743393531272317998e-02 9.301969186817669877e-02 8.874339353127230767e-02 8.460504030200999281e-02 8.060463218038976807e-02 7.674216916641161956e-02 7.301765126007546403e-02 6.943107846138145411e-02 6.598245077032956207e-02 6.267176818691969076e-02 5.949903071115188180e-02 5.646423834302621153e-02 5.356739108254258280e-02 5.080848892970102337e-02 4.818753188450153324e-02 4.570451994694418180e-02 4.335945311702887189e-02 4.115233139475565211e-02 3.908315478012447386e-02 3.715192327313537185e-02 3.535863687378839465e-02 3.370329558208347287e-02 3.218589939802057182e-02 3.080644832159982333e-02 2.956494235282112332e-02 2.846138149168453424e-02 2.749576573818994854e-02 2.666809509233749806e-02 2.597836955412711341e-02 2.542658912355881887e-02 2.501275380063257281e-02 2.473686358534839258e-02 2.459891847770634410e-02 2.459891847770634410e-02 2.473686358534845850e-02 2.501275380063257281e-02 2.542658912355881887e-02 2.597836955412715851e-02 2.666809509233754316e-02 2.749576573818994854e-02 2.846138149168453424e-02 2.956494235282112332e-02 3.080644832159982333e-02 3.218589939802063427e-02 3.370329558208347287e-02 3.535863687378839465e-02 3.715192327313537185e-02 3.908315478012447386e-02 4.115233139475565211e-02 4.335945311702887189e-02 4.570451994694418180e-02 4.818753188450158181e-02 5.080848892970102337e-02 5.356739108254263138e-02 5.646423834302621153e-02 5.949903071115192343e-02 6.267176818691973239e-02 6.598245077032956207e-02 6.943107846138152350e-02 7.301765126007553341e-02 7.674216916641166120e-02 8.060463218038982358e-02 8.460504030201004833e-02 8.874339353127234931e-02 9.301969186817669877e-02 9.743393531272317998e-02 1.019861238649117929e-01 1.066762575247423295e-01 1.115043362922151504e-01 1.164703601673299088e-01 1.215743291500867712e-01 1.268162432404857098e-01 1.321961024385267247e-01 1.377139067442097464e-01 1.433696561575349693e-01 1.491633506785022545e-01 1.550949903071116298e-01 1.611645750433630120e-01 1.673721048872564010e-01 1.737175798387920467e-01 1.802009998979696437e-01 1.868223650647893308e-01 1.935816753392510803e-01
1.877879808182839061e-01 1.810286705438221011e-01 1.744073053770023862e-01 1.679238853178247060e-01 1.615784103662891713e-01 1.553708805223957268e-01 1.493012957861442336e-01 1.433696561575349693e-01 1.375759616365677118e-01 1.319202122232425722e-01 1.264024079175594673e-01 1.210225487195183691e-01 1.157806346291194305e-01 1.106766656463626097e-01 1.057106417712478513e-01 1.008825630037750720e-01 9.619242934394452160e-02 9.164024079175597803e-02 8.722599734720946907e-02 8.294969901030505022e-02 7.881134578104272148e-02 7.481093765942252449e-02 7.094847464544432047e-02 6.722395673910823433e-02 6.363738394041425217e-02 6.018875624936231156e-02 5.687807366595246106e-02 5.370533619018465210e-02 5.067054382205898183e-02 4.777369656157537392e-02 4.501479440873382143e-02 4.239383736353430354e-02 3.991082542597697291e-02 3.756575859606164219e-02 3.535863687378839465e-02 3.328946025915722334e-02 3.135822875216814215e-02 2.956494235282116842e-02 2.790960106111619807e-02 2.639220487705336293e-02 2.501275380063261444e-02 2.377124783185389362e-02 2.266768697071728372e-02 2.170207121722274313e-02 2.087440057137024407e-02 2.018467503315988371e-02 1.963289460259154406e-02 1.921905927966534311e-02 1.894316906438116288e-02 1.880522395673909358e-02 1.880522395673909358e-02 1.894316906438120451e-02 1.921905927966534311e-02 1.963289460259158917e-02 2.018467503315988371e-02 2.087440057137028918e-02 2.170207121722274313e-02 2.266768697071728372e-02 2.377124783185389362e-02 2.501275380063261444e-02 2.639220487705336293e-02 2.790960106111619807e-02 2.956494235282116842e-02 3.135822875216814215e-02 3.328946025915722334e-02 3.535863687378839465e-02 3.756575859606164219e-02 3.991082542597697291e-02 4.239383736353435211e-02 4.501479440873382143e-02 4.777369656157537392e-02 5.067054382205902346e-02 5.370533619018469373e-02 5.687807366595246106e-02 6.018875624936231156e-02 6.363738394041425217e-02 6.722395673910830372e-02 7.094847464544438986e-02 7.481093765942252449e-02 7.881134578104279087e-02 8.294969901030511961e-02 8.722599734720953846e-02 9.164024079175597803e-02 9.619242934394452160e-02 1.008825630037750720e-01 1.057106417712479485e-01 1.106766656463626930e-01 1.157806346291195276e-01 1.210225487195184524e-01 1.264024079175594673e-01 1.319202122232425722e-01 1.375759616365677118e-01 1.433696561575350248e-01 1.493012957861444279e-01 1.553708805223957823e-01 1.615784103662892823e-01 1.679238853178247892e-01 1.744073053770024417e-01 1.810286705438221011e-01 1.877879808182839061e-01
1.821322314049587110e-01 1.753729211304969615e-01 1.687515559636771911e-01 1.622681359044995664e-01 1.559226609529640317e-01 1.497151311090705317e-01 1.436455463728191495e-01 1.377139067442097464e-01 1.319202122232425722e-01 1.262644628099174049e-01 1.207466585042342305e-01 1.153667993061932712e-01 1.101248852157943880e-01 1.050209162330374285e-01 1.000548923579226701e-01 9.522681359045000182e-02 9.053667993061934038e-02 8.598449137843078294e-02 8.157024793388434336e-02 7.729394959697993839e-02 7.315559636771760965e-02 6.915518824609737103e-02 6.529272523211918089e-02 6.156820732578310168e-02 5.798163452708909177e-02 5.453300683603715115e-02 5.122232425262732147e-02 4.804958677685953333e-02 4.501479440873382143e-02 4.211794714825017188e-02 3.935904499540865409e-02 3.673808795020914314e-02 3.425507601265178476e-02 3.191000918273650261e-02 2.970288746046325853e-02 2.763371084583203866e-02 2.570247933884302338e-02 2.390919293949598373e-02 2.225385164779107930e-02 2.073645546372822335e-02 1.935700438730743322e-02 1.811549841852875403e-02 1.701193755739211985e-02 1.604632180389757926e-02 1.521865115804510449e-02 1.452892561983469902e-02 1.397714518926638366e-02 1.356330986634017924e-02 1.328741965105604411e-02 1.314947454341395400e-02 1.314947454341395400e-02 1.328741965105604411e-02 1.356330986634017924e-02 1.397714518926642703e-02 1.452892561983474412e-02 1.521865115804514959e-02 1.604632180389757926e-02 1.701193755739211985e-02 1.811549841852875403e-02 1.935700438730747486e-02 2.073645546372822335e-02 2.225385164779107930e-02 2.390919293949598373e-02 2.570247933884302338e-02 2.763371084583208376e-02 2.970288746046325853e-02 3.191000918273650261e-02 3.425507601265183333e-02 3.673808795020918477e-02 3.935904499540865409e-02 4.211794714825023433e-02 4.501479440873386306e-02 4.804958677685953333e-02 5.122232425262732147e-02 5.453300683603715115e-02 5.798163452708909177e-02 6.156820732578310168e-02 6.529272523211925028e-02 6.915518824609744042e-02 7.315559636771765128e-02 7.729394959697998002e-02 8.157024793388434336e-02 8.598449137843078294e-02 9.053667993061934038e-02 9.522681359045000182e-02 1.000548923579227117e-01 1.050209162330375118e-01 1.101248852157943880e-01 1.153667993061932712e-01 1.207466585042342305e-01 1.262644628099174049e-01 1.319202122232425722e-01 1.377139067442098852e-01 1.436455463728192328e-01 1.497151311090706149e-01 1.559226609529640872e-01 1.622681359044996496e-01 1.687515559636771911e-01 1.753729211304969615e-01 1.821322314049587110e-01
