    0.8441001845E+01      0.8441001845E+01      0.1893607821E+01      0.5759815261E-01
    0.8416274062E+01      0.8416274062E+01      0.1939787563E+01      0.5412948483E-01
    0.8391079312E+01      0.8391079312E+01      0.1987104688E+01      0.4806570032E-01
    0.8364909219E+01      0.8364909219E+01      0.2036367738E+01      0.3905032716E-01
    0.8337606368E+01      0.8337606368E+01      0.2088353373E+01      0.2679320791E-01
    0.8309305340E+01      0.8309305340E+01      0.2143221989E+01      0.1132395937E-01
    0.8280451062E+01      0.8280451062E+01      0.2200824710E+01     -0.7088761604E-02
    0.8251581719E+01      0.8251581719E+01      0.2261129654E+01     -0.2837233350E-01
    0.8222562191E+01      0.8222562191E+01      0.2324289290E+01     -0.5243317298E-01
    0.8193206528E+01      0.8193206528E+01      0.2391049255E+01     -0.7965255879E-01
    0.8162206558E+01      0.8162206558E+01      0.2462596234E+01     -0.1101573886E+00
    0.8128576031E+01      0.8128576031E+01      0.2540663644E+01     -0.1442461431E+00
    0.8092001828E+01      0.8092001828E+01      0.2626213233E+01     -0.1815911392E+00
    0.8051331381E+01      0.8051331381E+01      0.2719531413E+01     -0.2213301609E+00
    0.8009010505E+01      0.8009010505E+01      0.2821568921E+01     -0.2636475089E+00
    0.7963724713E+01      0.7963724713E+01      0.2930213411E+01     -0.3079516725E+00
    0.7921827345E+01      0.7921827345E+01      0.3044938624E+01     -0.3568564277E+00
    0.7882298087E+01      0.7882298087E+01      0.3163313161E+01     -0.4089765919E+00
    0.7846586550E+01      0.7846586550E+01      0.3286946298E+01     -0.4664598007E+00
    0.7811904127E+01      0.7811904127E+01      0.3418273906E+01     -0.5274468597E+00
    0.7774069388E+01      0.7774069388E+01      0.3561854924E+01     -0.5873718244E+00
    0.7720812998E+01      0.7720812998E+01      0.3727350772E+01     -0.6392686363E+00
    0.7647298926E+01      0.7647298926E+01      0.3922080559E+01     -0.6670661525E+00
    0.7567157487E+01      0.7567157487E+01      0.4128176001E+01     -0.6638699428E+00
    0.7480613778E+01      0.7480613778E+01      0.4339266813E+01     -0.6389249530E+00
    0.8418952744E+01      0.8418952744E+01      0.1890176720E+01      0.3493415511E-01
    0.8394801251E+01      0.8394801251E+01      0.1934176535E+01      0.2910410866E-01
    0.8370717641E+01      0.8370717641E+01      0.1978921599E+01      0.2104595002E-01
    0.8346179232E+01      0.8346179232E+01      0.2025230599E+01      0.1009825866E-01
    0.8320604778E+01      0.8320604778E+01      0.2073828938E+01     -0.4258270789E-02
    0.8293927487E+01      0.8293927487E+01      0.2125196323E+01     -0.2225814116E-01
