    0.5313661678E+01      0.5313661678E+01      0.2039619803E+01      0.2263665575E+01
    0.5403025388E+01      0.5403025388E+01      0.1043511609E+01      0.1970936525E+01
    0.5304476735E+01      0.5304476735E+01      0.9838667668E+00      0.1975013734E+01
    0.5214224556E+01      0.5214224556E+01      0.1071823347E+01      0.2100571585E+01
    0.5129697503E+01      0.5129697503E+01      0.1303553880E+01      0.2255796785E+01
    0.5049276049E+01      0.5049276049E+01      0.1615671834E+01      0.2446287127E+01
    0.4954100447E+01      0.4954100447E+01      0.1968220988E+01      0.2567069427E+01
    0.4848940959E+01      0.4848940959E+01      0.2333191235E+01      0.2566779247E+01
    0.4735740045E+01      0.4735740045E+01      0.2698132438E+01      0.2520704982E+01
    0.4607181900E+01      0.4607181900E+01      0.3074024171E+01      0.2407649874E+01
    0.4472407803E+01      0.4472407803E+01      0.3448524388E+01      0.2219021814E+01
    0.4332095906E+01      0.4332095906E+01      0.3823676632E+01      0.1951700091E+01
    0.4190299753E+01      0.4190299753E+01      0.4177738598E+01      0.1614145498E+01
    0.4052652708E+01      0.4052652708E+01      0.4496596050E+01      0.1217484351E+01
    0.3913797631E+01      0.3913797631E+01      0.4751107411E+01      0.7817745650E+00
    0.3788070930E+01      0.3788070930E+01      0.4957232410E+01      0.3398837425E+00
    0.3664335155E+01      0.3664335155E+01      0.5084373261E+01     -0.1081783276E+00
    0.3539667871E+01      0.3539667871E+01      0.5133217460E+01     -0.5508442513E+00
    0.3448015503E+01      0.3448015503E+01      0.5164696538E+01     -0.9672090369E+00
    0.3392730931E+01      0.3392730931E+01      0.5235918125E+01     -0.1404708129E+01
    0.3398984289E+01      0.3398984289E+01      0.5402221021E+01     -0.1901433957E+01
    0.3433815478E+01      0.3433815478E+01      0.5619286788E+01     -0.2433700305E+01
    0.3545328111E+01      0.3545328111E+01      0.5920793249E+01     -0.3084892427E+01
    0.3683714790E+01      0.3683714790E+01      0.6019709315E+01     -0.3551323906E+01
    0.3841333327E+01      0.3841333327E+01      0.6021522701E+01     -0.3954176838E+01
    0.5479598692E+01      0.5479598692E+01      0.3140888830E+01      0.3197679118E+01
    0.5461811451E+01      0.5461811451E+01      0.2304744700E+01      0.2387957085E+01
    0.5393343831E+01      0.5393343831E+01      0.1856591317E+01      0.2051755312E+01
    0.5275488342E+01      0.5275488342E+01      0.1712944312E+01      0.1936036967E+01
