        0.00000         0.00000         0.00000        10.00000         0.00000         0.00000

        2.53165         0.00000         0.00000        10.00000         0.00000         0.00000

        5.06329         0.00000         0.00000        10.00000         0.00000         0.00000

        7.59494         0.00000         0.00000        10.00000         0.00000         0.00000

       10.12658         0.00000         0.00000        10.00000         0.00000         0.00000

       12.65823         0.00000         0.00000        10.00000         0.00000         0.00000

       15.18987         0.00000         0.00000        10.00000         0.00000         0.00000

       17.72152         0.00000         0.00000        10.00000         0.00000         0.00000

       20.25316         0.00000         0.00000        10.00000         0.00000         0.00000

       22.78481         0.00000         0.00000        10.00000         0.00000         0.00000

       25.31646         0.00000         0.00000        10.00000         0.00000         0.00000

       27.84810         0.00000         0.00000        10.00000         0.00000         0.00000

       30.37975         0.00000         0.00000        10.00000         0.00000         0.00000

       32.91139         0.00000         0.00000        10.00000         0.00000         0.00000

       35.44304         0.00000         0.00000        10.00000         0.00000         0.00000

       37.97468         0.00000         0.00000        10.00000         0.00000         0.00000

       40.50633         0.00000         0.00000        10.00000         0.00000         0.00000

       43.03797         0.00000         0.00000        10.00000         0.00000         0.00000

       45.56962         0.00000         0.00000        10.00000         0.00000         0.00000

       48.10127         0.00000         0.00000        10.00000         0.00000         0.00000

       50.63291         0.00000         0.00000        10.00000         0.00000         0.00000

       53.16456         0.00000         0.00000        10.00000         0.00000         0.00000

       55.69620         0.00000         0.00000        10.00000         0.00000         0.00000

       58.22785         0.00000         0.00000        10.00000         0.00000         0.00000

       60.75949         0.00000         0.00000        10.00000         0.00000         0.00000

       63.29114         0.00000         0.00000        10.00000         0.00000         0.00000

       65.82278         0.00000         0.00000        10.00000         0.00000         0.00000

       68.35443         0.00000         0.00000        10.00000         0.00000         0.00000

       70.88608         0.00000         0.00000        10.00000         0.00000         0.00000

       73.41772         0.00000         0.00000        10.00000         0.00000         0.00000

       75.94937         0.00000         0.00000        10.00000         0.00000         0.00000

       78.48101         0.00000         0.00000        10.00000         0.00000         0.00000

       81.01266         0.00000         0.00000        10.00000         0.00000         0.00000

       83.54430         0.00000         0.00000        10.00000         0.00000         0.00000

       86.07595         0.00000         0.00000        10.00000         0.00000         0.00000

       88.60759         0.00000         0.00000        10.00000         0.00000         0.00000

       91.13924         0.00000         0.00000        10.00000         0.00000         0.00000

       93.67089         0.00000         0.00000        10.00000         0.00000         0.00000

       96.20253         0.00000         0.00000        10.00000         0.00000         0.00000

       98.73418         0.00000        20.00000         0.00000         0.00000         0.00000

      101.26582         0.00000        20.00000         0.00000         0.00000         0.00000

      103.79747         0.00000         0.00000         5.00000         0.00000         0.00000

      106.32911         0.00000         0.00000         5.00000         0.00000         0.00000

      108.86076         0.00000         0.00000         5.00000         0.00000         0.00000

      111.39240         0.00000         0.00000         5.00000         0.00000         0.00000

      113.92405         0.00000         0.00000         5.00000         0.00000         0.00000

      116.45570         0.00000         0.00000         5.00000         0.00000         0.00000

      118.98734         0.00000         0.00000         5.00000         0.00000         0.00000

      121.51899         0.00000         0.00000         5.00000         0.00000         0.00000

      124.05063         0.00000         0.00000         5.00000         0.00000         0.00000

      126.58228         0.00000         0.00000         5.00000         0.00000         0.00000

      129.11392         0.00000         0.00000         5.00000         0.00000         0.00000

      131.64557         0.00000         0.00000         5.00000         0.00000         0.00000

      134.17721         0.00000         0.00000         5.00000         0.00000         0.00000

      136.70886         0.00000         0.00000         5.00000         0.00000         0.00000

      139.24051         0.00000         0.00000         5.00000         0.00000         0.00000

      141.77215         0.00000         0.00000         5.00000         0.00000         0.00000

      144.30380         0.00000         0.00000         5.00000         0.00000         0.00000

      146.83544         0.00000         0.00000         5.00000         0.00000         0.00000

      149.36709         0.00000         0.00000         5.00000         0.00000         0.00000

      151.89873         0.00000         0.00000         5.00000         0.00000         0.00000

      154.43038         0.00000         0.00000         5.00000         0.00000         0.00000

      156.96203         0.00000         0.00000         5.00000         0.00000         0.00000

      159.49367         0.00000         0.00000         5.00000         0.00000         0.00000

      162.02532         0.00000         0.00000         5.00000         0.00000         0.00000

      164.55696         0.00000         0.00000         5.00000         0.00000         0.00000

      167.08861         0.00000         0.00000         5.00000         0.00000         0.00000

      169.62025         0.00000         0.00000         5.00000         0.00000         0.00000

      172.15190         0.00000         0.00000         5.00000         0.00000         0.00000

      174.68354         0.00000         0.00000         5.00000         0.00000         0.00000

      177.21519         0.00000         0.00000         5.00000         0.00000         0.00000

      179.74684         0.00000         0.00000         5.00000         0.00000         0.00000

      182.27848         0.00000         0.00000         5.00000         0.00000         0.00000

      184.81013         0.00000         0.00000         5.00000         0.00000         0.00000

      187.34177         0.00000         0.00000         5.00000         0.00000         0.00000

      189.87342         0.00000         0.00000         5.00000         0.00000         0.00000

      192.40506         0.00000         0.00000         5.00000         0.00000         0.00000

      194.93671         0.00000         0.00000         5.00000         0.00000         0.00000

      197.46835         0.00000         0.00000         5.00000         0.00000         0.00000

      200.00000         0.00000         0.00000         5.00000         0.00000         0.00000

        0.00000         2.53165         0.00000        10.00000         0.00000         0.00000

        2.53165         2.53165         0.00000        10.00000         0.00000         0.00000

        5.06329         2.53165         0.00000        10.00000         0.00000         0.00000

        7.59494         2.53165         0.00000        10.00000         0.00000         0.00000

       10.12658         2.53165         0.00000        10.00000         0.00000         0.00000

       12.65823         2.53165         0.00000        10.00000         0.00000         0.00000

       15.18987         2.53165         0.00000        10.00000         0.00000         0.00000

